Customer ID,Age,Gender,Location,Income,Products Purchased/Interested In
528,75,Female,Suburban,78702,Mortgage
529,34,Male,Suburban,57824,Investment Products
530,24,Female,Urban,76616,Savings Account
531,58,Female,Rural,30223,Investment Products
532,33,Female,Urban,41373,Mortgage
533,80,Male,Rural,15259,Investment Products
534,20,Male,Suburban,26190,Investment Products
535,28,Female,Rural,44177,Mortgage
536,59,Female,Urban,41587,Credit Card
537,60,Male,Rural,85547,Investment Products
538,58,Female,Rural,52160,Mortgage
539,47,Male,Urban,44698,Investment Products
540,28,Female,Rural,59189,Investment Products
541,28,Female,Urban,50537,Credit Card
542,49,Male,Urban,28285,Credit Card
543,35,Male,Rural,37462,Savings Account
544,77,Female,Rural,77979,Savings Account
545,53,Male,Rural,76075,Investment Products
546,54,Male,Rural,55144,Mortgage
547,54,Female,Rural,70389,Savings Account
548,79,Female,Urban,82856,Investment Products
549,35,Male,Rural,41165,Mortgage
550,67,Male,Urban,53686,Savings Account
551,39,Female,Rural,54421,Mortgage
552,45,Male,Rural,33463,Savings Account
553,43,Male,Rural,58928,Mortgage
554,65,Female,Rural,27126,Investment Products
555,72,Female,Suburban,52045,Savings Account
556,26,Male,Suburban,44621,Investment Products
557,51,Male,Rural,58590,Mortgage
558,76,Female,Suburban,22902,Investment Products
559,65,Female,Suburban,39578,Mortgage
560,27,Male,Urban,87663,Savings Account
561,29,Male,Suburban,47303,Mortgage
562,66,Male,Urban,51362,Investment Products
563,65,Male,Rural,36608,Savings Account
564,46,Female,Rural,50907,Savings Account
565,34,Male,Rural,57595,Savings Account
566,66,Male,Suburban,40488,Credit Card
567,20,Female,Rural,45010,Savings Account
568,26,Female,Urban,46670,Credit Card
569,51,Female,Suburban,55914,Investment Products
570,77,Female,Suburban,72610,Mortgage
571,66,Female,Urban,36613,Mortgage
572,32,Male,Suburban,66119,Investment Products
573,58,Female,Suburban,66092,Credit Card
574,19,Female,Urban,55096,Credit Card
575,64,Male,Rural,71633,Mortgage
576,49,Male,Suburban,51981,Investment Products
577,40,Female,Urban,52156,Credit Card
578,63,Male,Suburban,46528,Savings Account
579,18,Male,Urban,44592,Investment Products
580,30,Female,Suburban,45790,Investment Products
581,58,Female,Rural,12783,Savings Account
582,74,Female,Urban,62005,Investment Products
583,18,Female,Rural,43554,Savings Account
584,46,Male,Urban,20622,Credit Card
585,49,Female,Suburban,69406,Credit Card
586,78,Male,Suburban,30489,Savings Account
587,80,Male,Suburban,67189,Savings Account
588,46,Female,Suburban,35168,Investment Products
589,78,Male,Urban,69177,Mortgage
590,74,Female,Urban,87978,Credit Card
591,75,Male,Suburban,18098,Credit Card
592,37,Female,Rural,44900,Savings Account
593,69,Male,Suburban,69136,Credit Card
594,50,Female,Rural,55593,Savings Account
595,60,Female,Urban,55633,Savings Account
596,61,Male,Urban,68312,Savings Account
597,73,Female,Suburban,34222,Credit Card
598,22,Female,Suburban,24339,Investment Products
599,68,Male,Suburban,35723,Credit Card
600,35,Male,Urban,76671,Investment Products
601,47,Male,Suburban,34721,Investment Products
602,56,Male,Suburban,19300,Credit Card
603,44,Male,Rural,73135,Credit Card
604,43,Female,Urban,39756,Credit Card
605,36,Male,Suburban,41019,Investment Products
606,69,Female,Rural,22122,Savings Account
607,38,Female,Rural,60607,Savings Account
608,65,Male,Suburban,61359,Investment Products
609,75,Female,Urban,38990,Credit Card
610,59,Female,Rural,26125,Credit Card
611,25,Female,Urban,12157,Mortgage
612,52,Female,Rural,61361,Investment Products
613,46,Female,Rural,101929,Mortgage
614,50,Male,Urban,58086,Investment Products
615,67,Female,Rural,62166,Mortgage
616,56,Female,Suburban,52931,Mortgage
617,30,Male,Suburban,56991,Credit Card
618,42,Female,Rural,45339,Investment Products
619,64,Female,Suburban,55883,Credit Card
620,64,Female,Urban,33979,Mortgage
621,25,Male,Urban,25186,Savings Account
622,27,Male,Suburban,52224,Credit Card
623,78,Male,Suburban,51963,Savings Account
624,57,Female,Suburban,26511,Mortgage
625,63,Female,Urban,38971,Credit Card
626,51,Male,Rural,42998,Credit Card
627,48,Male,Suburban,64315,Credit Card
628,53,Female,Suburban,53173,Credit Card
629,78,Female,Urban,46647,Savings Account
630,52,Female,Rural,18155,Savings Account
631,57,Female,Urban,55408,Investment Products
632,20,Female,Suburban,60583,Mortgage
633,47,Female,Urban,93962,Investment Products
634,74,Male,Rural,58926,Investment Products
635,57,Male,Urban,68482,Credit Card
636,40,Female,Urban,68673,Savings Account
637,53,Male,Rural,13745,Mortgage
638,71,Female,Suburban,47507,Investment Products
639,18,Male,Urban,46607,Savings Account
640,44,Male,Urban,40800,Investment Products
641,22,Female,Rural,67130,Savings Account
642,71,Female,Suburban,82534,Investment Products
643,61,Female,Rural,31510,Credit Card
644,65,Female,Suburban,46880,Mortgage
645,27,Female,Suburban,58499,Credit Card
646,24,Female,Urban,34408,Savings Account
647,47,Female,Suburban,7669,Savings Account
648,23,Female,Suburban,45698,Investment Products
649,19,Male,Urban,27918,Mortgage
650,78,Male,Urban,11230,Savings Account
651,40,Female,Suburban,68037,Investment Products
652,44,Female,Suburban,82709,Credit Card
653,47,Male,Suburban,60578,Investment Products
654,23,Male,Rural,58319,Savings Account
655,34,Female,Urban,58681,Credit Card
656,44,Male,Suburban,48447,Credit Card
657,62,Female,Suburban,58983,Mortgage
658,44,Female,Urban,47373,Mortgage
659,32,Female,Suburban,34981,Investment Products
660,42,Female,Suburban,75553,Mortgage
661,26,Male,Suburban,64975,Credit Card
662,37,Female,Suburban,103145,Credit Card
663,47,Female,Rural,33627,Investment Products
664,73,Male,Suburban,21096,Savings Account
665,77,Female,Suburban,76835,Savings Account
666,29,Male,Urban,47896,Credit Card
667,64,Female,Rural,77135,Credit Card
668,39,Female,Urban,90280,Credit Card
669,20,Male,Suburban,22547,Investment Products
670,79,Male,Urban,32851,Credit Card
671,75,Female,Rural,16374,Savings Account
672,44,Male,Suburban,46988,Credit Card
673,71,Female,Suburban,35578,Investment Products
674,66,Male,Suburban,11182,Savings Account
675,61,Female,Suburban,51998,Savings Account
676,22,Female,Rural,75636,Mortgage
677,75,Female,Suburban,30598,Savings Account
678,40,Male,Urban,74907,Savings Account
679,36,Male,Suburban,63937,Savings Account
680,56,Female,Urban,48708,Credit Card
681,19,Female,Suburban,28843,Savings Account
682,22,Female,Suburban,40615,Savings Account
683,79,Female,Rural,92567,Mortgage
684,57,Male,Rural,42215,Credit Card
685,37,Female,Rural,61392,Credit Card
686,45,Female,Urban,44514,Investment Products
687,25,Female,Urban,28031,Investment Products
688,66,Female,Urban,63794,Mortgage
689,71,Male,Suburban,82984,Mortgage
690,47,Female,Suburban,71302,Investment Products
691,52,Female,Suburban,82180,Investment Products
692,42,Female,Suburban,52860,Savings Account
693,75,Female,Rural,49948,Investment Products
694,30,Female,Suburban,60553,Mortgage
695,23,Female,Urban,45547,Mortgage
696,62,Male,Urban,40170,Savings Account
697,31,Male,Suburban,18123,Mortgage
698,66,Male,Rural,70367,Credit Card
699,56,Female,Rural,50993,Mortgage
700,33,Male,Rural,17963,Savings Account
701,18,Female,Rural,13631,Mortgage
702,67,Female,Suburban,85433,Credit Card
703,69,Male,Rural,71512,Credit Card
704,22,Male,Rural,57668,Mortgage
705,63,Female,Suburban,20660,Savings Account
706,40,Male,Urban,44704,Savings Account
707,48,Male,Suburban,29358,Credit Card
708,79,Female,Urban,42711,Investment Products
709,50,Female,Suburban,45662,Credit Card
710,73,Female,Rural,35494,Investment Products
711,49,Male,Rural,22124,Investment Products
712,63,Male,Rural,64774,Mortgage
713,54,Male,Urban,54986,Mortgage
714,21,Female,Urban,60971,Savings Account
715,78,Female,Suburban,72697,Credit Card
716,53,Male,Urban,72058,Investment Products
717,37,Male,Suburban,83264,Savings Account
718,52,Male,Suburban,68517,Savings Account
719,35,Male,Urban,59182,Investment Products
720,62,Female,Suburban,41753,Mortgage
721,21,Male,Rural,24205,Investment Products
722,78,Male,Urban,61805,Credit Card
723,26,Female,Rural,44158,Mortgage
724,19,Female,Suburban,89952,Investment Products
725,33,Male,Urban,39908,Mortgage
726,59,Male,Rural,55601,Investment Products
727,26,Female,Suburban,55693,Savings Account
728,74,Male,Urban,20535,Savings Account
729,70,Male,Urban,34698,Credit Card
730,40,Female,Rural,10266,Investment Products
731,28,Female,Rural,55490,Savings Account
732,62,Male,Suburban,53733,Savings Account
733,30,Male,Suburban,64875,Mortgage
734,21,Female,Urban,35496,Mortgage
735,40,Male,Urban,28809,Credit Card
736,30,Female,Suburban,43560,Savings Account
737,43,Female,Rural,58265,Savings Account
738,71,Male,Rural,28340,Savings Account
739,44,Female,Urban,57636,Investment Products
740,58,Male,Urban,59805,Mortgage
741,59,Male,Rural,66406,Investment Products
742,18,Female,Suburban,42850,Mortgage
743,73,Male,Urban,51742,Mortgage
744,77,Male,Urban,74570,Mortgage
745,56,Female,Urban,36000,Savings Account
746,70,Male,Urban,49235,Credit Card
747,45,Female,Urban,90120,Investment Products
748,58,Female,Urban,56080,Credit Card
749,54,Male,Rural,68865,Investment Products
750,39,Female,Rural,56009,Investment Products
751,39,Male,Suburban,70138,Savings Account
752,24,Female,Rural,59693,Savings Account
753,30,Female,Rural,45611,Savings Account
754,25,Male,Suburban,45194,Mortgage
755,21,Male,Urban,45431,Mortgage
756,74,Female,Rural,63155,Credit Card
757,28,Male,Rural,50487,Savings Account
758,45,Male,Suburban,49665,Mortgage
759,75,Male,Suburban,51608,Investment Products
760,67,Female,Rural,55489,Investment Products
761,67,Female,Urban,81264,Investment Products
762,42,Female,Urban,31468,Credit Card
763,67,Male,Suburban,71571,Credit Card
764,64,Female,Suburban,41475,Investment Products
765,27,Female,Urban,43298,Mortgage
766,62,Female,Rural,47034,Credit Card
767,62,Male,Rural,22908,Savings Account
768,54,Male,Suburban,37303,Investment Products
769,26,Male,Rural,47282,Mortgage
770,27,Male,Urban,38064,Credit Card
771,53,Female,Rural,75941,Investment Products
772,19,Female,Suburban,33517,Investment Products
773,56,Male,Suburban,46654,Mortgage
774,38,Female,Suburban,37919,Credit Card
775,63,Female,Rural,75025,Savings Account
776,43,Male,Urban,23142,Savings Account
777,62,Female,Rural,58305,Credit Card
778,43,Female,Rural,73937,Investment Products
779,23,Male,Suburban,78154,Credit Card
780,18,Female,Rural,53537,Savings Account
781,80,Female,Rural,84566,Credit Card
782,57,Female,Suburban,30966,Investment Products
783,76,Male,Suburban,38968,Investment Products
784,24,Female,Urban,39217,Mortgage
785,24,Male,Rural,55145,Investment Products
786,57,Female,Urban,7721,Mortgage
787,68,Male,Suburban,68970,Mortgage
788,35,Female,Rural,74625,Credit Card
789,29,Male,Urban,44236,Savings Account
790,35,Female,Rural,75163,Mortgage
791,55,Male,Rural,61475,Investment Products
792,48,Female,Suburban,30462,Credit Card
793,75,Female,Rural,36179,Savings Account
794,68,Male,Urban,39854,Mortgage
795,67,Male,Suburban,56575,Investment Products
796,27,Male,Rural,68811,Investment Products
797,30,Female,Urban,63440,Investment Products
798,35,Male,Rural,37594,Credit Card
799,80,Female,Rural,52256,Mortgage
800,54,Female,Urban,37735,Investment Products
801,50,Female,Urban,81645,Mortgage
802,21,Male,Suburban,42311,Investment Products
803,75,Female,Suburban,48652,Savings Account
804,72,Female,Rural,44331,Credit Card
805,30,Female,Suburban,26009,Investment Products
806,71,Male,Rural,48419,Investment Products
807,65,Female,Suburban,66437,Mortgage
808,55,Male,Rural,46584,Savings Account
809,70,Male,Suburban,16979,Investment Products
810,25,Female,Suburban,45827,Savings Account
811,64,Male,Rural,35781,Investment Products
812,79,Male,Urban,51046,Mortgage
813,23,Female,Suburban,69307,Mortgage
814,35,Male,Rural,35995,Investment Products
815,36,Male,Rural,46889,Credit Card
816,36,Female,Rural,50927,Investment Products
817,35,Female,Urban,21446,Mortgage
818,51,Male,Urban,57058,Savings Account
819,28,Male,Suburban,44116,Savings Account
820,67,Female,Rural,30873,Credit Card
821,27,Female,Urban,23084,Mortgage
822,44,Female,Urban,49150,Investment Products
823,22,Female,Urban,66410,Investment Products
824,58,Male,Urban,59819,Investment Products
825,43,Female,Rural,26439,Mortgage
826,68,Male,Suburban,43178,Investment Products
827,55,Male,Urban,59173,Mortgage
828,25,Male,Suburban,73856,Savings Account
829,51,Male,Urban,80152,Mortgage
830,35,Female,Urban,54318,Savings Account
831,78,Male,Suburban,71524,Mortgage
832,65,Male,Suburban,22012,Investment Products
833,57,Male,Rural,60172,Mortgage
834,66,Male,Rural,81848,Investment Products
835,35,Female,Rural,49171,Investment Products
836,56,Male,Rural,77518,Savings Account
837,26,Male,Suburban,77112,Investment Products
838,56,Male,Suburban,62506,Investment Products
839,76,Male,Urban,83510,Investment Products
840,41,Male,Suburban,44196,Savings Account
841,73,Female,Urban,45420,Mortgage
842,52,Female,Rural,80492,Investment Products
843,55,Male,Urban,57783,Investment Products
844,45,Female,Rural,25141,Mortgage
845,22,Male,Urban,50541,Credit Card
846,20,Female,Rural,109599,Credit Card
847,63,Male,Suburban,2623,Investment Products
848,67,Male,Rural,76443,Mortgage
849,43,Male,Rural,39826,Credit Card
850,24,Male,Urban,60568,Mortgage
851,28,Male,Suburban,66504,Savings Account
852,37,Male,Urban,23031,Mortgage
853,63,Male,Suburban,18837,Credit Card
854,33,Male,Suburban,32602,Credit Card
855,38,Male,Rural,48043,Mortgage
856,71,Female,Rural,16349,Credit Card
857,33,Female,Rural,63125,Mortgage
858,72,Female,Urban,61844,Credit Card
859,53,Female,Urban,55966,Investment Products
860,65,Male,Suburban,54495,Investment Products
861,25,Female,Urban,23622,Investment Products
862,58,Male,Rural,43681,Savings Account
863,78,Female,Urban,50833,Savings Account
864,54,Female,Urban,65470,Investment Products
865,67,Male,Suburban,52619,Savings Account
866,46,Female,Rural,83343,Investment Products
867,62,Female,Urban,62488,Savings Account
868,64,Male,Urban,51091,Investment Products
869,27,Female,Suburban,59047,Savings Account
870,54,Female,Suburban,82295,Mortgage
871,41,Female,Suburban,27463,Investment Products
872,53,Female,Rural,42798,Mortgage
873,46,Male,Suburban,43006,Investment Products
874,36,Female,Urban,36584,Mortgage
875,32,Female,Urban,30868,Credit Card
876,57,Female,Rural,61958,Mortgage
877,38,Female,Suburban,40864,Mortgage
878,54,Female,Rural,62221,Credit Card
879,26,Female,Rural,40790,Savings Account
880,66,Female,Rural,24759,Savings Account
881,57,Female,Rural,73960,Investment Products
882,31,Female,Suburban,85968,Credit Card
883,73,Male,Rural,54493,Mortgage
884,61,Male,Rural,60461,Investment Products
885,58,Female,Rural,84735,Credit Card
886,39,Female,Urban,60173,Credit Card
887,77,Female,Suburban,73300,Credit Card
888,65,Male,Rural,64262,Savings Account
889,79,Female,Urban,76399,Credit Card
890,50,Male,Suburban,56222,Investment Products
891,50,Female,Rural,55978,Investment Products
892,48,Female,Suburban,62173,Mortgage
893,27,Female,Suburban,23009,Savings Account
894,45,Male,Suburban,32533,Investment Products
895,79,Male,Rural,77220,Savings Account
896,46,Male,Rural,78413,Mortgage
897,74,Female,Suburban,58607,Savings Account
898,61,Female,Urban,30960,Investment Products
899,41,Female,Suburban,74055,Mortgage
900,46,Female,Rural,51598,Investment Products
901,74,Female,Rural,26594,Mortgage
902,20,Male,Rural,62390,Credit Card
903,38,Male,Rural,67849,Investment Products
904,40,Male,Suburban,67522,Investment Products
905,50,Male,Urban,43808,Investment Products
906,25,Female,Suburban,39607,Savings Account
907,74,Female,Rural,23862,Credit Card
908,39,Male,Suburban,80391,Savings Account
909,38,Female,Urban,54257,Credit Card
910,37,Female,Urban,81329,Investment Products
911,43,Female,Suburban,44821,Mortgage
912,65,Male,Urban,84229,Savings Account
913,55,Male,Suburban,13583,Savings Account
914,42,Male,Suburban,53269,Credit Card
915,37,Female,Urban,33737,Savings Account
916,73,Female,Rural,37892,Savings Account
917,60,Male,Suburban,23449,Credit Card
918,31,Male,Urban,37116,Investment Products
919,62,Female,Suburban,88177,Credit Card
920,45,Male,Urban,38729,Savings Account
921,40,Female,Urban,71649,Savings Account
922,45,Male,Suburban,10961,Savings Account
923,21,Male,Suburban,98824,Credit Card
924,75,Female,Suburban,49654,Investment Products
925,51,Male,Rural,68245,Mortgage
926,47,Female,Rural,74793,Credit Card
927,39,Male,Suburban,38532,Mortgage
928,20,Male,Urban,58497,Investment Products
929,56,Female,Suburban,44574,Credit Card
930,42,Male,Urban,36328,Mortgage
931,35,Female,Urban,19251,Investment Products
932,31,Female,Suburban,47972,Credit Card
933,27,Female,Suburban,64933,Mortgage
934,59,Male,Suburban,68583,Savings Account
935,43,Female,Suburban,54588,Savings Account
936,55,Female,Rural,58288,Savings Account
937,32,Male,Suburban,56194,Credit Card
938,47,Male,Suburban,35250,Investment Products
939,65,Male,Urban,19261,Investment Products
940,25,Male,Rural,38754,Savings Account
941,76,Male,Urban,18009,Investment Products
942,45,Female,Urban,66487,Credit Card
943,46,Male,Urban,99829,Credit Card
944,40,Male,Suburban,70237,Mortgage
945,22,Male,Rural,44375,Investment Products
946,21,Female,Urban,50334,Savings Account
947,42,Female,Urban,73078,Savings Account
948,57,Male,Rural,37981,Savings Account
949,44,Female,Urban,52658,Investment Products
950,76,Male,Suburban,6600,Investment Products
951,27,Female,Urban,27668,Investment Products
952,77,Female,Suburban,38612,Savings Account
953,59,Male,Rural,62725,Credit Card
954,70,Female,Suburban,34647,Mortgage
955,73,Female,Rural,62369,Credit Card
956,25,Female,Rural,53663,Savings Account
957,38,Male,Suburban,87187,Credit Card
958,29,Male,Urban,28489,Investment Products
959,24,Male,Urban,9615,Savings Account
960,46,Female,Urban,1250,Credit Card
961,63,Female,Urban,47028,Investment Products
962,20,Female,Urban,73023,Savings Account
963,57,Female,Suburban,53706,Mortgage
964,75,Male,Rural,63169,Investment Products
965,76,Male,Urban,49009,Mortgage
966,45,Female,Rural,54747,Investment Products
967,49,Male,Urban,19768,Mortgage
968,53,Female,Urban,88647,Investment Products
969,30,Male,Urban,59648,Credit Card
970,18,Male,Suburban,23684,Investment Products
971,41,Male,Rural,10727,Mortgage
972,23,Male,Suburban,60661,Credit Card
973,73,Female,Rural,47813,Investment Products
974,18,Male,Urban,44336,Investment Products
975,53,Male,Urban,78674,Investment Products
976,28,Female,Urban,38627,Credit Card
977,47,Female,Suburban,33003,Mortgage
978,35,Female,Rural,64488,Investment Products
979,66,Female,Rural,62117,Mortgage
980,58,Male,Rural,24194,Investment Products
981,36,Male,Suburban,65788,Credit Card
982,77,Male,Rural,89218,Investment Products
983,70,Female,Rural,43289,Credit Card
984,65,Male,Suburban,37847,Savings Account
985,79,Male,Suburban,35455,Investment Products
986,28,Male,Rural,67028,Mortgage
987,37,Female,Rural,67768,Savings Account
988,55,Female,Suburban,27773,Investment Products
989,31,Male,Suburban,72756,Credit Card
990,75,Male,Suburban,75510,Mortgage
991,21,Male,Suburban,55891,Mortgage
992,54,Male,Suburban,6286,Mortgage
993,21,Male,Suburban,65847,Mortgage
994,53,Female,Urban,17499,Savings Account
995,25,Female,Rural,64796,Mortgage
996,72,Female,Rural,70285,Mortgage
997,28,Female,Rural,69164,Savings Account
998,38,Female,Suburban,-2307,Credit Card
999,46,Male,Urban,35437,Credit Card
1000,26,Male,Rural,64849,Mortgage
1,27,Female,Suburban,56205,Credit Card
2,70,Female,Urban,3895,Investment Products
3,48,Female,Rural,47321,Credit Card
4,61,Male,Suburban,56314,Investment Products
5,52,Female,Urban,34381,Investment Products
6,45,Male,Urban,-21786,Investment Products
7,25,Female,Suburban,55638,Investment Products
8,43,Male,Urban,77787,Mortgage
9,34,Female,Rural,44029,Mortgage
10,70,Female,Rural,88645,Credit Card
11,70,Male,Urban,29548,Savings Account
12,62,Male,Urban,43326,Mortgage
13,20,Male,Rural,40356,Mortgage
14,72,Female,Urban,-11176,Investment Products
15,48,Male,Suburban,65020,Mortgage
16,22,Male,Urban,69128,Savings Account
17,26,Female,Urban,59613,Investment Products
18,66,Female,Urban,88735,Credit Card
19,38,Male,Rural,53122,Savings Account
20,65,Male,Rural,48991,Savings Account
21,51,Male,Urban,48898,Savings Account
22,79,Female,Rural,67615,Credit Card
23,24,Male,Urban,39375,Credit Card
24,73,Female,Rural,37007,Savings Account
25,47,Male,Rural,45304,Savings Account
26,24,Female,Suburban,4771,Investment Products
27,75,Female,Suburban,79000,Investment Products
28,54,Male,Urban,52617,Investment Products
29,44,Male,Urban,36915,Credit Card
30,51,Male,Urban,53497,Mortgage
31,38,Male,Urban,34456,Credit Card
32,33,Female,Rural,6317,Savings Account
33,74,Female,Rural,68317,Credit Card
34,29,Male,Rural,64074,Savings Account
35,33,Female,Urban,35005,Investment Products
36,75,Female,Suburban,26640,Credit Card
37,60,Female,Suburban,59996,Mortgage
38,39,Female,Urban,42740,Mortgage
39,45,Male,Suburban,71091,Credit Card
40,61,Male,Suburban,32636,Savings Account
41,36,Male,Suburban,70015,Mortgage
42,28,Male,Urban,56233,Savings Account
43,30,Female,Rural,51611,Investment Products
44,66,Male,Suburban,21711,Mortgage
45,72,Female,Rural,57470,Credit Card
46,72,Male,Urban,72537,Credit Card
47,68,Female,Urban,69003,Mortgage
48,20,Female,Rural,81393,Credit Card
49,29,Female,Urban,39281,Investment Products
50,24,Female,Urban,60174,Credit Card
51,51,Female,Suburban,57385,Investment Products
52,41,Female,Urban,47965,Credit Card
53,71,Male,Suburban,8285,Mortgage
54,59,Male,Urban,45935,Savings Account
55,48,Male,Suburban,35033,Investment Products
56,79,Male,Suburban,83549,Investment Products
57,44,Male,Suburban,54962,Savings Account
58,74,Female,Rural,37584,Credit Card
59,60,Male,Rural,96312,Savings Account
60,42,Male,Rural,32824,Savings Account
61,21,Male,Urban,49212,Investment Products
62,38,Male,Suburban,26979,Savings Account
63,41,Female,Suburban,25942,Mortgage
64,29,Male,Rural,51302,Savings Account
65,22,Female,Rural,69945,Savings Account
66,71,Male,Urban,47834,Savings Account
67,61,Female,Urban,24278,Credit Card
68,68,Female,Rural,56158,Investment Products
69,24,Female,Urban,79501,Investment Products
70,47,Male,Urban,56564,Credit Card
71,28,Male,Urban,86614,Credit Card
72,42,Male,Rural,60075,Investment Products
73,76,Female,Rural,78038,Credit Card
74,39,Female,Rural,88520,Mortgage
75,27,Female,Suburban,57231,Credit Card
76,56,Female,Rural,45950,Credit Card
77,28,Female,Rural,64248,Investment Products
78,27,Female,Rural,29765,Mortgage
79,55,Female,Suburban,49681,Investment Products
80,29,Male,Urban,29833,Investment Products
81,37,Female,Rural,53858,Investment Products
82,54,Female,Rural,46048,Investment Products
83,65,Male,Rural,55339,Mortgage
84,71,Female,Rural,51275,Investment Products
85,78,Male,Suburban,35972,Mortgage
86,68,Female,Urban,79141,Savings Account
87,64,Male,Urban,37878,Investment Products
88,76,Male,Suburban,62728,Mortgage
89,47,Male,Suburban,79796,Savings Account
90,46,Female,Suburban,63263,Mortgage
91,57,Male,Suburban,32058,Investment Products
92,24,Female,Suburban,48603,Credit Card
93,20,Female,Suburban,27749,Investment Products
94,27,Female,Rural,86370,Mortgage
95,53,Male,Suburban,22102,Mortgage
96,26,Female,Rural,48817,Investment Products
97,26,Female,Urban,39894,Mortgage
98,21,Female,Urban,45531,Savings Account
99,34,Female,Urban,63515,Investment Products
100,26,Female,Rural,54308,Credit Card
101,27,Male,Urban,88444,Mortgage
102,45,Female,Suburban,69007,Savings Account
103,72,Female,Rural,70679,Credit Card
104,41,Male,Urban,29441,Mortgage
105,79,Male,Urban,37082,Mortgage
106,70,Male,Suburban,24408,Savings Account
107,45,Male,Urban,43256,Savings Account
108,76,Female,Rural,47284,Mortgage
109,44,Female,Suburban,39274,Credit Card
110,45,Male,Urban,33772,Savings Account
111,18,Female,Urban,55957,Credit Card
112,19,Male,Suburban,43689,Savings Account
113,40,Female,Suburban,19557,Mortgage
114,49,Female,Suburban,52230,Mortgage
115,36,Female,Suburban,58984,Mortgage
116,70,Male,Suburban,61985,Savings Account
117,43,Female,Urban,71780,Credit Card
118,22,Male,Rural,42740,Credit Card
119,66,Male,Suburban,76670,Savings Account
120,30,Female,Rural,79692,Savings Account
121,78,Male,Urban,45892,Credit Card
122,68,Male,Rural,32278,Savings Account
123,18,Male,Rural,46775,Savings Account
124,62,Female,Rural,36052,Savings Account
125,75,Female,Urban,94066,Mortgage
126,37,Male,Suburban,33722,Savings Account
127,71,Female,Suburban,77892,Mortgage
128,77,Male,Suburban,56581,Investment Products
129,76,Female,Rural,59108,Mortgage
130,72,Male,Urban,29303,Mortgage
131,49,Female,Urban,68481,Investment Products
132,22,Female,Urban,70571,Savings Account
133,57,Male,Urban,52990,Savings Account
134,59,Female,Rural,40531,Investment Products
135,43,Female,Rural,40337,Credit Card
136,63,Female,Suburban,33269,Savings Account
137,46,Female,Urban,53141,Savings Account
138,39,Female,Urban,72185,Mortgage
139,56,Male,Rural,47296,Savings Account
140,41,Female,Suburban,72764,Savings Account
141,73,Female,Suburban,66229,Investment Products
142,48,Male,Suburban,52657,Savings Account
143,54,Female,Suburban,75575,Credit Card
144,50,Female,Suburban,43191,Mortgage
145,61,Female,Suburban,64341,Credit Card
146,54,Male,Rural,68385,Investment Products
147,33,Female,Rural,32540,Mortgage
148,46,Male,Urban,1339,Savings Account
149,73,Male,Rural,36419,Investment Products
150,27,Female,Urban,32215,Credit Card
151,56,Female,Suburban,27122,Credit Card
152,63,Male,Rural,73886,Investment Products
153,31,Female,Suburban,65851,Mortgage
154,44,Male,Rural,78578,Savings Account
155,79,Female,Rural,29135,Savings Account
156,21,Male,Urban,40989,Investment Products
157,61,Male,Rural,28599,Mortgage
158,57,Female,Suburban,21378,Investment Products
159,53,Female,Rural,39298,Savings Account
160,42,Female,Suburban,53560,Savings Account
161,53,Male,Urban,56556,Savings Account
162,43,Male,Rural,69158,Credit Card
163,54,Male,Rural,55253,Savings Account
164,27,Female,Rural,27569,Investment Products
165,42,Female,Rural,11124,Investment Products
166,42,Male,Urban,69758,Credit Card
167,35,Male,Rural,60335,Savings Account
168,52,Male,Rural,56104,Credit Card
169,76,Female,Suburban,62339,Mortgage
170,39,Male,Urban,41099,Investment Products
171,39,Female,Rural,51066,Credit Card
172,74,Female,Rural,47696,Mortgage
173,41,Female,Urban,38386,Investment Products
174,63,Male,Rural,87616,Investment Products
175,28,Female,Urban,18294,Investment Products
176,33,Female,Suburban,59906,Savings Account
177,55,Female,Urban,83672,Investment Products
178,55,Male,Urban,66230,Savings Account
179,48,Male,Rural,29133,Savings Account
180,24,Female,Urban,43219,Credit Card
181,48,Male,Suburban,60963,Mortgage
182,56,Male,Urban,46574,Credit Card
183,79,Female,Suburban,23564,Savings Account
184,51,Female,Rural,38299,Mortgage
185,26,Female,Suburban,35968,Savings Account
186,73,Male,Urban,56673,Mortgage
187,29,Male,Urban,30252,Savings Account
188,49,Male,Suburban,57349,Investment Products
189,60,Female,Suburban,40283,Credit Card
190,71,Male,Urban,16140,Savings Account
191,47,Male,Urban,56384,Savings Account
192,80,Male,Urban,80675,Mortgage
193,44,Female,Urban,61168,Mortgage
194,55,Male,Suburban,35982,Investment Products
195,27,Female,Urban,33191,Savings Account
196,49,Male,Suburban,31143,Savings Account
197,71,Male,Rural,72616,Savings Account
198,35,Female,Urban,76702,Investment Products
199,43,Male,Suburban,54089,Savings Account
200,36,Male,Urban,54824,Investment Products
201,52,Male,Urban,58364,Investment Products
202,26,Male,Urban,77148,Savings Account
203,28,Female,Urban,56383,Savings Account
204,18,Female,Suburban,36626,Investment Products
205,51,Male,Rural,69943,Credit Card
206,47,Female,Suburban,36088,Mortgage
207,29,Male,Suburban,31185,Mortgage
208,52,Female,Urban,43139,Savings Account
209,80,Male,Urban,68520,Mortgage
210,35,Female,Rural,55094,Savings Account
211,29,Female,Rural,38984,Mortgage
212,33,Male,Suburban,32630,Investment Products
213,55,Male,Rural,67028,Credit Card
